"0.15","0.7033626746463113"
"0.15","0.7033626746463113"
"0.15","0.7033626746463113"
"0.148","0.7034072477827009"
"0.146","0.7034715951796162"
"0.144","0.7035449446610781"
"0.142","0.7036232919788274"
"0.14","0.703704872221756"
"0.138","0.7037889085440615"
"0.136","0.7038751297151153"
"0.134","0.7039635479736561"
"0.132","0.7040543438773077"
"0.13","0.704147801977348"
"0.128","0.7042442733755531"
"0.126","0.7043441536795396"
"0.124","0.7044478703106416"
"0.122","0.7045558757396291"
"0.12","0.7046686446104253"
"0.118","0.7047866734939842"
"0.116","0.7049104824867329"
"0.114","0.7050406181661277"
"0.112","0.70517765761104"
"0.11","0.7053222133286379"
"0.108","0.7054749390231099"
"0.106","0.7056365362126344"
"0.104","0.705807761758159"
"0.102","0.7059894364152349"
"0.1","0.7061824545695413"
"0.098","0.7063877953657476"
"0.096","0.7066065354954245"
"0.094","0.7068398639785431"
"0.092","0.7070890993569519"
"0.09","0.7073557098260628"
"0.088","0.7076413369721166"
"0.086","0.7079478239735425"
"0.084","0.7082772493814882"
"0.082","0.7086319679594146"
"0.08","0.709014660581221"
"0.078","0.7094283959595857"
"0.076","0.7098767081592798"
"0.074","0.7103636957402699"
"0.072","0.710894151544933"
"0.07","0.7114737377523588"
"0.068","0.7121092314256211"
"0.066","0.7128088873974439"
"0.064","0.7135830136554979"
"0.062","0.7144449751678755"
"0.06","0.7154131902132514"
"0.058","0.7165158954057473"
"0.056","0.7178063976023159"
"0.054","0.7194359832495139"
"0.052","0.7219178578105054"
